trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,pickup_type,drop_off_type
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_7294698386,28,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8920049630,29,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738815534,30,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8807115913,31,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624829,0,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624830,1,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624831,2,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_446044133,3,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8349461377,4,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8349461376,5,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8349461378,6,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8205232237,7,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624832,8,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_738814010,9,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_738814494,10,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624833,11,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624834,12,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624835,13,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624836,14,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_7169064143,15,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_738814324,16,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_738813337,17,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_4421384524,18,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_738813325,19,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8741080063,20,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8741080064,21,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8741080065,22,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624837,23,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624838,24,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624839,25,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624840,26,0.0,0,0
trip_hanoi_99_0_10,00:00:00,00:00:00,hanoi_stop_8751624841,27,0.0,0,0
